Resource,APTGroup,Entry Point,Language,Library
1274044875b8ca73ca66b5c68651c44965cfc0ea,Gorgon Group,32996,"['RUSSIAN', 'NEUTRAL']","['gdi32.dll', 'shell32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'user32.dll']"
6db834bde6cc21753b305b392d2edd4e6a24a840,APT 1,11807,['ENGLISH US'],"['WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'WS2_32.dll', 'USER32.dll']"
5999ee59499e8df41c8d5a631bfd536b9152929c,Dark Hotel,51848,"['KOREAN', 'ENGLISH US']","['comdlg32.dll', 'COMCTL32.dll', 'OLEPRO32.DLL', 'iphlpapi.dll', 'WININET.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll', 'oledlg.dll']"
57169cb4b8ef7a0d7ebd7aa039d1a1efd6eb639e,APT 30,14918,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'ADVAPI32.dll', 'SHLWAPI.dll']"
3d31748adfa2f38d6df8e4936241a9e675e30aed,Winnti,216639,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['imagehlp.dll', 'VERSION.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'USER32.dll']"
aacdf03d98b171fcb5aff843561053b18ab8dc34,APT 1,20045,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'WININET.dll']"
63694ab0e718d84b68c3e294eadc2255e8a562b1,Gorgon Group,,[],[]
13ce6a79cc7ca92c5c1cfe6f8d1e44a904605de1,Winnti,19868,['ENGLISH US'],['KERNEL32.dll']
634634d75af161df775445afcd893a2655cbe85e,Gorgon Group,,[],[]
dec2b2e4af8ec88d5d1e395036e5d9a67583afbe,Gorgon Group,188542,['NEUTRAL'],['mscoree.dll']
1d19cdebea6a6482c597adf91c5b572bba321dc8,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
71afc0989a17954d0eb6c480257c378f5d81847a,APT 1,12127,['CHINESE SIMPLIFIED'],"['MSVCP60.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'MFC42.DLL']"
8679f5638350fb160d574601023cd6b50693ebe5,APT 1,9676,[],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WININET.dll']"
59b9403ef62eb8d459351d8835f115ae57bc9511,Gorgon Group,,[],[]
ad1fe40cd6914d2636c3568579b235e53f3fb371,Energetic Bear,129578,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'ole32.dll', 'CRYPT32.dll', 'WININET.dll']"
526cf6bf720ca512df747ee0aa9028f5f3a78397,Gorgon Group,,[],[]
7e187475cf9e1478d0ed4e6678ecfdc5844626a4,Gorgon Group,748942,['NEUTRAL'],['mscoree.dll']
c96005437e3a6cf93a1edf9e1c329ac9c89aa05f,APT 10,1068517,"['SORBIAN DEFAULT', 'ENGLISH US', 'CHINESE SIMPLIFIED']","['SHLWAPI.dll', 'COMDLG32.dll', 'COMCTL32.dll', 'OLEAUT32.dll', 'WINMM.dll', 'IMM32.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'gdiplus.dll', 'oledlg.dll', 'ADVAPI32.dll', 'ole32.dll', 'MSIMG32.dll', 'OLEACC.dll', 'USER32.dll', 'WINSPOOL.DRV']"
eb1c807b5e8a7ef6579605145495e55917cdc095,Gorgon Group,,[],[]
2362116b9e9e880e91ce00f3e01dbf65261cc047,APT 10,187032,['CHINESE SIMPLIFIED'],"['comdlg32.dll', 'OLEPRO32.DLL', 'ODBC32.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'OLEAUT32.dll', 'SHELL32.dll', 'ole32.dll', 'COMCTL32.dll', 'USER32.dll', 'oledlg.dll']"
69620adf44795ee5293ce301cd3d70045e332bbf,APT 10,13684,['ENGLISH US'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll']"
8e1c69f456d57d7ec45889dfab2140d382b3f4be,Dark Hotel,15767,['KOREAN'],"['comdlg32.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'SHELL32.dll', 'ole32.dll', 'USER32.dll', 'COMCTL32.dll']"
0450aaf8ed309ca6baf303837701b5b23aac6f05,APT 28,110481,[],"['SHELL32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'USER32.dll']"
729f0b2521c30cb58a2d5278786be286574d7748,APT 10,56502,['ENGLISH US'],"['urlmon.dll', 'IPHLPAPI.DLL', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
efe43229dd505d4cffe875eac278dfada124c408,Gorgon Group,431256,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
cf4625c42d00ddfa38dcd3b2f226f8ba0af5f539,Dark Hotel,46017,"['NEUTRAL DEFAULT', 'ENGLISH US']","['COMDLG32.dll', 'GDI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll', 'SHLWAPI.dll', 'USER32.dll', 'COMCTL32.dll']"
009b639441ad5c1260f55afde2d5d21fc5b4f96c,APT 10,38807,"['JAPANESE DEFAULT', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'GDI32.dll', 'USER32.dll']"
25b6c73124f11f70474f2687ad1de407343ac025,APT 29,17528,[],"['ADVAPI32.dll', 'KERNEL32.dll']"
85a85afa69b179aabef21c68d1f20872562a3438,Energetic Bear,139538,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
6350654f51ddc6b18468a1e7d36bb90ac36aa4e5,Energetic Bear,156626,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll']"
4b24442a00ed2954538164f5f0537f60adde0a0b,Gorgon Group,76478,"['GERMAN', 'NEUTRAL']",['mscoree.dll']
9d5392aa42b9f516a48cbe8e75f3bcb9245248d4,Winnti,9948,['ENGLISH US'],['KERNEL32.dll']
0e020c03fffabc6d20eca67f559c46b4939bb4f4,APT 29,13150,[],"['ADVAPI32.dll', 'KERNEL32.dll']"
8283d06dc713b4e108a481da4f00e9c6a6c31394,Gorgon Group,4956,"['NEUTRAL', 'CZECH DEFAULT']",['MSVBVM60.DLL']
42f42969dcc82654346c0875ed2b374f7afd2b8a,APT 10,8205,['CHINESE SIMPLIFIED'],['KERNEL32.dll']
38273b08bd046fc29bd777c9dc4a177ae162b5f8,APT 10,5377,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['KERNEL32.dll', 'USER32.dll']"
8455f4b7c59d6678269d7cfa7cf7409a1ebcd5d6,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
b14b9241197c667f00f86d096d71c47d6fa9aca6,APT 29,36736,[],"['urlmon.dll', 'VERSION.dll', 'WININET.dll', 'KERNEL32.dll', 'WSOCK32.dll', 'ADVAPI32.dll']"
54af4608bb9d928d48f0f82b5ae461de916adb66,APT 30,6432,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['SHELL32.dll', 'MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'WININET.dll']"
8f5583a34cda6efa08e6f41287c9974d80745353,APT 1,68226,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'WS2_32.dll', 'WININET.dll', 'urlmon.dll']"
49e29af975ac0bfe24267e3f2874115fc1a96b12,Energetic Bear,68000,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
36ef12bc9df6ce9e78d8a6cbe88121a292497028,Gorgon Group,,[],[]
a6d595a42570a50da8e8129d77d93693d81ee77c,Energetic Bear,163826,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll']"
9f49aa1090fa478b9857e15695be4a89f8f3e594,APT 30,25662,"['NEUTRAL DEFAULT', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'WSOCK32.dll', 'SHELL32.dll', 'ole32.dll', 'USER32.dll']"
ac06728b8bfcce495e017ca12bcac42cc13f7490,Gorgon Group,,[],[]
2607eeb1bbacb766b1c54e53e8eeda2527b58791,APT 10,24086,['CHINESE SIMPLIFIED'],"['MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll', 'GDI32.dll']"
652de4daca207aff3ab2746c564681911b854463,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
e519198de4cc8bcb0644aa1ab6552b1d15c99a0e,APT 29,6499,['ENGLISH US'],"['SHELL32.dll', 'KERNEL32.dll']"
3a4df68d5fcd0d648abd8baa2bd1b9dc86f8b076,Winnti,9181,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
81dc84fc147fe2afb24259aa3ba1169a8dbdc883,APT 30,30447,['CHINESE SIMPLIFIED'],"['MPR.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'SHELL32.dll', 'SHLWAPI.dll']"
bb2f602d0bb2f3fd7dda927750615d97800e6e0a,Gorgon Group,,[],[]
4ed0bf16b967f68dc3d3ae857700f0ee02d78306,APT 21,7912,[],"['MSVCP60.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'netmgr.dll', 'SHELL32.dll', 'ole32.dll']"
9ebc5e31b2014579ba1a191fbcc167689487c4f2,Gorgon Group,,[],[]
5b8dd6ae0d014bc26a4ba395229f31d07d05c641,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
7a89a9e1fefa01cc69fbf8a714c79b82452017e2,Winnti,5152,['ENGLISH US'],['KERNEL32.dll']
d0aa4f3229fcd9a57e9e4f08860f3cc48c983add,APT 28,,[],[]
f542c5f9259274d94360013d14ffbecc43aae552,APT 28,,[],[]
dbd7b765409c5479b08e41a69a4f6c413336cc30,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
c55a9e40428f5a4f864db298f412271e2b0c74e5,APT 10,30150,['ENGLISH US'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'ole32.dll', 'USER32.dll']"
6e00b86a2480abc6dbd971c0bf6495d81ed1b629,APT 29,21720,[],"['ADVAPI32.dll', 'KERNEL32.dll']"
f984bf08a9aba69e3bf81716005c2e2b0ba92a94,Winnti,6096,['CHINESE SIMPLIFIED'],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
6cc50db17e0e80dad6f392f0b99f211965b84939,Energetic Bear,150125,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'ole32.dll', 'USER32.dll']"
8caf4f19d861fb8854d9fb09416f83411a1bcb95,Gorgon Group,395032,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
06cac4a3ffdc0544f09e6a65da451b31867ca0a9,Winnti,27041,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'SHELL32.dll', 'SHLWAPI.dll', 'USER32.dll']"
263c8f8e8cf664e6d4850e70f705f8a494d967a3,APT 30,25662,"['NEUTRAL DEFAULT', 'ENGLISH US']","['SHELL32.dll', 'KERNEL32.dll', 'WSOCK32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
534651b5d2c0925fc630f1a6ce50af28254a2e88,Winnti,15516,['ENGLISH US'],"['KERNEL32.dll', 'ole32.dll', 'USER32.dll']"
ccb20cdef8590c3b740775585495c9d1e2ddb0b9,APT 1,22738,[],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'WININET.dll']"
fa7ba90f1c3b6a03cd63f8effd87a6d94cd366f4,Winnti,9181,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
132eacad4beacf273225020f41fa58136bd45804,Gorgon Group,32996,"['RUSSIAN', 'NEUTRAL']","['gdi32.dll', 'advapi32.dll', 'kernel32.dll', 'oleaut32.dll', 'shell32.dll', 'user32.dll']"
f0308d20d33e0e5461534d91ff32602bec90aacf,Gorgon Group,,[],[]
e26588113417bf68cb0c479638c9cd99a48e846d,APT 30,53888,['CHINESE SIMPLIFIED'],"['MPR.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll']"
d4b64a2ed891268bd74e3b7f9530395f1d86926e,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
b952c46071b02d6251dc8e9157266cab2ac97c65,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
f13ea2f9ec5442f10f16eece7850e912a0763cbc,APT 10,13755,['CHINESE SIMPLIFIED'],"['KERNEL32.dll', 'MSVCRT.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'ole32.dll', 'USER32.dll']"
216868edbcdd067bd2a9cce4f132d33ba9c0d818,APT 30,54896,['CHINESE SIMPLIFIED'],"['MPR.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll']"
85ed3ce00ae8451187af4cbdacd5d4cd8058ea53,Gorgon Group,,[],[]
bda73b2b3e3c26b7e27d6519c24a0e06e51a19a0,APT 10,9720,['CHINESE SIMPLIFIED'],['KERNEL32.dll']
03220f5a922fef9f585bf60c62be5c0c5fc45ae3,Gorgon Group,,[],[]
4ebfae946fbb6ca123a85880d027edb426baa54f,Dark Hotel,101035,[],"['iphlpapi.dll', 'WINMM.dll', 'WININET.dll', 'GDI32.dll', 'AVICAP32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'PSAPI.DLL', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
78bb54f4e5308d18e178c64a6f3a54710fdb2ee3,APT 28,,[],[]
3c1d034660ca0f411097553a535f635f7772ff8d,Gorgon Group,,[],[]
4fbf550f6977729ab7801450ca7168b2a15ad680,APT 19,28304,['ENGLISH US'],"['IPHLPAPI.DLL', 'SHELL32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'WINHTTP.dll', 'WS2_32.dll', 'USERENV.dll']"
1e6b9414fce4277207aab2aa12e4f0842a23f9c1,APT 29,8204,[],[]
34a716a9952986f09524137638830538e2c0cc11,APT 10,,[],[]
65681390d203871e9c21c68075dbf38944e782e8,APT 29,,[],[]
58980a9e9f73c557937dda51c2168d3b80bba4a4,APT 30,27647,['CHINESE SIMPLIFIED'],"['MPR.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WSOCK32.dll', 'NETAPI32.dll', 'SHELL32.dll', 'ole32.dll', 'SHLWAPI.dll']"
603e3138e0b5737adccc73a576812f2610e744dc,Gorgon Group,310574,['NEUTRAL'],['mscoree.dll']
d70d083a99f81265cc54215d31f9204c828264cb,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
fcb55e9c061213d759ce6abdcc56e96f6911ac41,APT 21,,[],[]
a421e0758f1007527fec4d72fa2668da340554c9,APT 29,94480,"['RUSSIAN', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.DLL', 'WTSAPI32.dll', 'SHELL32.dll', 'RPCRT4.dll', 'WS2_32.dll']"
2805c541315247bc5ba873425d5703068366539e,Winnti,9948,['ENGLISH US'],['KERNEL32.dll']
29a1d0e740206d0d236821670b3235c5f8e99d80,APT 1,9324,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WININET.dll', 'USER32.dll']"
90e5d098937b5fa58c25882097c44cf2b4f5b06a,Dark Hotel,7120,['KOREAN'],"['ADVAPI32.dll', 'MFC42.DLL', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
5e964b23a7cd09a8b0e179ca50d9b857a47ecbc0,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
a69cb0c73b9ffc63d23a813190ae415e0b168ccb,Gorgon Group,,[],[]
aee17dbab01ed334bb94506fcbc2ed259242159e,APT 10,8022,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['ADVAPI32.dll', 'KERNEL32.dll', 'USER32.dll']"
f3deba7c2d1e28824512d0ecc8f3fb8f697b41d5,Gorgon Group,,[],[]
e1f6eb21e78577ef505dcfda36db77a4f6443bf0,Gorgon Group,35665,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'WINSPOOL.DRV', 'SHELL32.dll', 'USER32.dll', 'COMCTL32.dll']"
290d4cb961aa6537e7afee820bdb08cb504fc901,Dark Hotel,15200848,['CHINESE SIMPLIFIED'],"['comdlg32.dll', 'comctl32.dll', 'winmm.dll', 'setupapi.dll', 'gdi32.dll', 'advapi32.dll', 'kernel32.dll', 'oleaut32.dll', 'ddraw.dll', 'd3dx9_42.dll', 'shell32.dll', 'dsound.dll', 'ole32.dll', 'shlwapi.dll', 'd3d9.dll', 'dinput8.dll', 'user32.dll', 'imm32.dll']"
501852da9767d4a3aeb127f89545da6a5fd846e5,Gorgon Group,414264,"['NEUTRAL', 'ENGLISH US']","['comdlg32.dll', 'version.dll', 'gdi32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'user32.dll', 'comctl32.dll']"
44cdd77ccc83debea714aef538412741f820e198,Winnti,7840,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'USER32.dll']"
17d68ab51cb4c4e8b54c76c105eb82f91ae95568,APT 1,10296,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll']"
fdc55f1f51b1724cc3d5885abebcb42751965671,Gorgon Group,703648,"['NEUTRAL', 'ENGLISH US']","['winspool.drv', 'version.dll', 'gdi32.dll', 'shell32.dll', 'kernel32.dll', 'oleaut32.dll', 'advapi32.dll', 'ole32.dll', 'comctl32.dll', 'user32.dll', 'msimg32.dll']"
1a59fec2d585421eb3ff3b8ed4743eff3fc62662,Energetic Bear,140242,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
15b1380cebebadae6ee4bebd773ad97ddc2c7144,Gorgon Group,149710,['NEUTRAL'],['mscoree.dll']
b6b44b550359eb83d824ae1023c14ba1b72a285b,APT 10,7466,"['ENGLISH US', 'CHINESE SIMPLIFIED']","['KERNEL32.dll', 'USER32.dll']"
bb4a7d7f918f2ecf70832d35c69f60a714c2cd0c,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
f6f7ec26b30d2c9bcd5729b01083e6646437744b,Energetic Bear,140178,['ENGLISH US'],"['WININET.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'ADVAPI32.dll', 'ole32.dll', 'USER32.dll']"
a10deef4a599fb9d9ed5b80ba780d9919a9da731,Gorgon Group,,[],[]
efe9462bfa3564fe031b5ff0f2e4f8db8ef22882,Energetic Bear,95398,['ENGLISH US'],"['MPR.dll', 'CRYPT32.dll', 'KERNEL32.dll', 'OLEAUT32.dll', 'ADVAPI32.dll', 'ole32.dll']"
52e054e0d25c6920985de5c20e600a86cf0e504e,Gorgon Group,,[],[]
c637a9c3fb08879e0f54230bd8dca81deb6e1bcf,APT 29,151824,['RUSSIAN'],"['CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.DLL', 'Secur32.dll', 'WTSAPI32.dll', 'SHELL32.dll', 'RPCRT4.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll']"
e78d2398fbae7f12f87758fec3f139575fcccf51,APT 1,7386,['ENGLISH US'],"['SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
36651c2bc264f172111b6289d1ede766660a5709,Dark Hotel,10845,[],"['iphlpapi.dll', 'WININET.dll', 'KERNEL32.DLL', 'MSVCRT.dll', 'ADVAPI32.dll', 'WS2_32.dll', 'USER32.dll']"
f5fe236510636d1bb492b3459b394a92b257f819,Gorgon Group,,[],[]
a3653091334892cf97a55715c7555c8881230bc4,APT 29,19009,[],"['MPR.dll', 'urlmon.dll', 'WININET.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'SHELL32.dll', 'USER32.dll']"
a91669bb4dcb713e997ddf98417730de78cb990a,APT 10,13684,['ENGLISH US'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll']"
f4b43b64299b6813229ba206f48c675d6f7c9f7c,APT 1,7018,['ENGLISH US'],"['KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
fc23ddab0ba1d9967e3a9da886d776acc1441503,Gorgon Group,,[],[]
c86d917c8a9849b1a0a56d76e32719428c0e8c0d,Winnti,92037,[],['ntoskrnl.exe']
c3b0baa0223e14eb27176ef6780fd2ac09c417ce,APT 1,4120,[],[]
a76947efc7609834ee13db3feacb52a772498b26,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
7f0b2e63cba17355013a447a33518162b0ba6611,Winnti,9948,['ENGLISH US'],['KERNEL32.dll']
322e042cf1cb43a8072c4a4cbf6e37004a88d6f7,APT 29,98576,"['RUSSIAN', 'ENGLISH US']","['WININET.dll', 'CRYPT32.dll', 'ADVAPI32.dll', 'KERNEL32.DLL', 'Secur32.dll', 'GDI32.dll', 'SHELL32.dll', 'RPCRT4.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll', 'WTSAPI32.dll']"
e42ec22e451016447b85c426633ced30d503a828,Winnti,13897,[],"['KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'MFC42.DLL', 'ole32.dll', 'USER32.dll']"
7f15a558d3d63d689d754d3cea804b9ebb79c50b,Gorgon Group,5992,"['NEUTRAL', 'ENGLISH US']",['MSVBVM60.DLL']
f46f84e53263a33e266aae520cb2c1bd0a73354e,APT 28,5328,[],"['ADVAPI32.dll', 'KERNEL32.dll', 'msvcrt.dll', 'USERENV.dll']"
8303ce28b3fe7ce40106e047bad1fe1eae278ef0,Winnti,7170,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll']"
cd7116fc6a5fa170690590e161c7589d502bd6a7,APT 29,85471,['RUSSIAN'],"['GDI32.dll', 'ADVAPI32.dll', 'KERNEL32.dll', 'Secur32.dll', 'CRYPT32.dll', 'SHELL32.dll', 'RPCRT4.dll', 'ole32.dll', 'WS2_32.dll', 'USER32.dll', 'WTSAPI32.dll']"
ef6b4afea678eaa80b8ea3ba1fea485c9e678a6e,APT 1,9612,['CHINESE SIMPLIFIED'],"['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WININET.dll', 'USER32.dll']"
d9989a46d590ebc792f14aa6fec30560dfe931b1,APT 28,18748,[],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'USER32.dll']"
16e539b85799dd9d0fecac02de47653ef790e187,APT 30,24038,['CHINESE SIMPLIFIED'],"['MPR.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll']"
b5f041c5933410f30e265b4fc9d5449a1868f479,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
75a3cbc4f032fdacb958332acb4591712be907f5,Dark Hotel,103282,"['JAPANESE DEFAULT', 'ENGLISH US']","['KERNEL32.dll', 'USER32.dll']"
dc63b4b9ee2f8486b96ce62be4a31e041d422ef7,APT 21,27064,['CHINESE SIMPLIFIED'],"['WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'ole32.dll', 'WS2_32.dll', 'PSAPI.DLL', 'USER32.dll']"
de8e9def2553f4d211cc0b34a3972d9814f156aa,APT 29,53416,['ENGLISH US'],"['KERNEL32.dll', 'USER32.dll']"
416d1035168b99cc8ba7227d4c7c3c6bc1ce169a,APT 29,53416,['ENGLISH US'],"['KERNEL32.dll', 'USER32.dll']"
2723fa5a414a503262d634fcc781d7d57c6f76ee,APT 10,25077,['ENGLISH US'],"['ADVAPI32.dll', 'SHELL32.dll', 'KERNEL32.dll', 'USER32.dll']"
351d61cb8d67f78c55149a878ef8d8197a4571f6,APT 1,10822,['ENGLISH US'],"['urlmon.dll', 'WININET.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'Secur32.dll', 'ADVAPI32.dll']"
c098cd6a215e1da994cfe593bede048e46608b75,Energetic Bear,129370,['ENGLISH US'],"['ADVAPI32.dll', 'KERNEL32.dll', 'ole32.dll', 'CRYPT32.dll', 'WININET.dll']"
e4fda33b4cbdaa583f03531028d969901b48bd95,Winnti,180864,['CHINESE SIMPLIFIED'],['KERNEL32.dll']
d26c6f9a38306ffe877b4737d55183268401a72e,Equation Group,54299,"['NEUTRAL', 'ENGLISH US']","['ADVAPI32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'WS2_32.dll', 'USER32.dll']"
eb797766b7bb300537fa2d9121cf0dfe5f9784a0,Dark Hotel,9040,[],"['iphlpapi.dll', 'WININET.dll', 'SHELL32.dll', 'KERNEL32.dll', 'MSVCRT.dll', 'ADVAPI32.dll', 'SHLWAPI.dll', 'WS2_32.dll', 'USER32.dll']"
